Genres,Title,Duration,Rating,Vote Count
Action,The Slave and the Sorcerer,0 days 01:20:00,5.7,44
Action,Buying Time,0 days 02:16:00,7.9,79
Action,Customs Frontline,0 days 01:37:00,4.2,1700
Action,Purushothamudu,0 days 01:40:00,6.5,3400
Action,Get Close 2,0 days 02:15:00,5.7,267
Action,Hrashwo Deergha,0 days 01:46:00,7.4,60
Action,Petta Rap,0 days 01:53:00,6.8,25
Action,Mechanic Rocky,0 days 02:28:00,8.1,1500
Action,Go for Broke,0 days 01:40:00,3.9,247
Action,Hotel Underground,0 days 01:28:00,6.4,57
Action,Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,0 days 01:38:00,8.5,233
Action,Anthima Theerpu,0 days 01:40:00,3.0,307
Action,The Alexandrian,0 days 01:19:00,6.1,540
Action,Raqa,0 days 01:49:00,6.5,69
Action,Dark Fusion,0 days 02:05:00,4.8,360
Action,Taken from Rio Bravo,0 days 02:05:00,5.8,971
Action,Bhaje Vaayu Vegam,0 days 02:13:00,6.3,5200
Action,The Grey Men,0 days 03:01:00,7.8,2400
Action,The Plot,0 days 02:01:00,2.9,151
Action,Sentimentaaal,0 days 02:00:00,3.2,64
Action,Dreams,0 days 02:10:00,6.3,24
Action,Bandaa Singh Chaudhary,0 days 02:00:00,4.0,63
Action,Pranaya Godari,0 days 02:08:00,5.9,139
Action,Bull Shark 2,0 days 02:09:00,7.0,8
Action,Rebel,0 days 01:36:00,2.8,146
Action,Death Game,0 days 01:37:00,5.8,429
Action,Roxana,0 days 01:37:00,7.1,879
Action,Desperado,0 days 01:40:00,4.9,220
Action,"Fool Me Once, Revenge on You",0 days 02:34:00,4.5,416
Action,Shockwaves 2,0 days 02:52:00,7.1,830
Action,Breaking and Re-entering,0 days 02:04:00,6.2,258
Action,Warning 2,0 days 01:40:00,7.7,12
Action,Next to Us,0 days 02:36:00,5.9,1100
Action,Mazhai Pidikatha Manithan,0 days 02:28:00,5.9,807
Action,Oru Anveshanathinte Thudakkam,0 days 01:28:00,7.3,1100
Action,The Experts,0 days 01:44:00,8.4,5400
Action,Purushothamudu,0 days 02:11:00,9.1,30
Action,The Wolfman,0 days 01:38:00,7.0,193
Action,Saala,0 days 01:32:00,6.6,65
Action,Election,0 days 02:00:00,2.2,152
Action,Premalo,0 days 01:39:00,5.0,606
Action,Sabari,0 days 02:10:00,7.6,136
Action,Losing Lerato 2,0 days 01:36:00,6.4,3300
Action,Correr para Vivir,0 days 02:18:00,5.7,107
Action,Black Storm,0 days 01:44:00,5.2,209
Action,Türkler Çildirmis Olmali 2: Mavi Vatan,0 days 02:35:00,5.8,947
Action,Por,0 days 01:18:00,4.9,358
Action,Samandar,0 days 02:00:00,2.0,178
Action,Bastar: The Naxal Story,0 days 00:45:00,4.3,11
Action,Dirty Money,0 days 01:28:00,8.5,11
Action,DNA,0 days 01:42:00,6.3,512
Action,Bheema,0 days 01:26:00,9.2,13
Action,RSVP,0 days 02:22:00,6.1,17
Action,Gold Raiders,0 days 01:16:00,4.7,226
Action,London Gangsters,0 days 02:05:00,2.3,361
Action,Delivery Run,0 days 01:38:00,3.2,25
